image,focus,brightness,contrast,fov,quality_score,quality_status,recommended_action
IDRiD_118.jpg,24.648381159625117,66.00176929280039,45.21483463233281,0.6902043395207949,74.14799787336598,GOOD,Accept image for classification
IDRiD_130.jpg,19.248814874975775,44.74522077223608,31.31515761307463,0.68982422857622,48.191319608042804,BORDERLINE,Apply enhancement and re-check
IDRiD_124.jpg,4.403280598060766,30.87165458150784,21.85886296683512,0.6896506320224719,19.908785176933407,UNGRADEABLE,Recapture fundus image
IDRiD_332.jpg,17.809245063786427,67.12098942829742,44.40764105570803,0.6903454276632986,66.24231230512191,GOOD,Accept image for classification
IDRiD_326.jpg,24.836393677788955,78.12179689792785,56.503955288274575,0.6901350646696294,77.87402099347793,GOOD,Accept image for classification
IDRiD_246.jpg,20.72913778706664,71.66229476301778,50.465916113237405,0.6899486121446838,73.45488335472001,GOOD,Accept image for classification
IDRiD_252.jpg,27.089282501446853,70.77231919427616,52.40297615437438,0.689855181169294,82.54010812513711,GOOD,Accept image for classification
IDRiD_285.jpg,27.17813454710222,68.78689901200633,51.10375893899344,0.6896726591323579,81.65975093354356,GOOD,Accept image for classification
IDRiD_291.jpg,28.55164283936468,71.7794080750566,51.73978481601702,0.6896259027020795,83.29327661434633,GOOD,Accept image for classification
IDRiD_078.jpg,19.250701835669936,92.60193172021738,61.829840021575535,0.6912975883835737,66.07028354471205,GOOD,Accept image for classification
IDRiD_044.jpg,21.19807448631112,58.84198848629046,42.06690934581921,0.6899084065277545,64.20167641051702,BORDERLINE,Apply enhancement and re-check
IDRiD_050.jpg,22.75074908524359,76.99826993019454,52.91767278749943,0.6901265486122757,74.1540930986204,GOOD,Accept image for classification
IDRiD_087.jpg,20.1088919583117,64.90894549592278,46.74451740738663,0.6900335270627201,68.84341271175361,GOOD,Accept image for classification
IDRiD_093.jpg,25.118088810005037,55.40006586842822,37.885146022341665,0.6899318256854771,64.74690737516154,BORDERLINE,Apply enhancement and re-check
IDRiD_092.jpg,26.25601864003306,62.474366257939586,42.40989156821351,0.6901707666023813,72.58115914981624,GOOD,Accept image for classification
IDRiD_086.jpg,17.977088857654227,42.950059465008174,30.104059544909227,0.689838558480421,45.02015543701869,BORDERLINE,Apply enhancement and re-check
IDRiD_051.jpg,17.244101483870686,55.81824465388122,38.32954293896424,0.6901362929471323,55.87644674198597,BORDERLINE,Apply enhancement and re-check
IDRiD_045.jpg,23.082592654472037,83.07906553302658,54.846261324277265,0.6907058861678266,72.26414280270559,GOOD,Accept image for classification
IDRiD_079.jpg,25.100324149171712,63.52697035363911,44.14167357897763,0.6900937945455308,72.67965899881477,GOOD,Accept image for classification
IDRiD_290.jpg,26.271361135385806,72.59730889312218,52.69651208086144,0.689673232328526,80.61533945247162,GOOD,Accept image for classification
IDRiD_284.jpg,24.30268442482611,72.6683900491835,50.50186829132932,0.689866481322321,77.14136529590105,GOOD,Accept image for classification
IDRiD_253.jpg,24.60441701207233,79.49683055273142,57.09058397212427,0.6899296966711387,77.05152182720394,GOOD,Accept image for classification
IDRiD_247.jpg,27.88254751850564,73.69985270496184,53.68907483993812,0.6897920477056432,82.46461872715335,GOOD,Accept image for classification
IDRiD_327.jpg,22.999908534003083,62.2187477891005,42.574968685573985,0.6901195883730924,68.61527074051534,GOOD,Accept image for classification
IDRiD_333.jpg,23.082592654472037,83.07906553302658,54.846261324277265,0.6907058861678266,72.26414280270559,GOOD,Accept image for classification
IDRiD_125.jpg,25.300535594499383,62.22447663914452,42.69170029758727,0.6904575284567331,71.53481397134931,GOOD,Accept image for classification
IDRiD_131.jpg,17.663881696045074,72.1477722649044,47.15460069604784,0.690497488418162,67.96550191951674,GOOD,Accept image for classification
IDRiD_119.jpg,24.43627819110951,61.11519023889506,43.73876757561361,0.6898934215422187,70.23481261911013,GOOD,Accept image for classification
IDRiD_127.jpg,13.12201495720926,46.79368295242537,33.4896189010959,0.6897251475243166,43.14424407050543,UNGRADEABLE,Recapture fundus image
IDRiD_133.jpg,10.241863398076967,70.8396740020491,47.03956500653838,0.6906706755460758,59.84216009532805,BORDERLINE,Apply enhancement and re-check
IDRiD_319.jpg,23.2421767713869,72.17894267252223,49.87706653252641,0.6901952502672731,75.93318500600816,GOOD,Accept image for classification
IDRiD_325.jpg,23.6941376107665,82.5405649290416,57.49180589849754,0.6903200432615714,74.55776987402909,GOOD,Accept image for classification
IDRiD_331.jpg,26.46276394852466,76.0381056718252,51.63697380936187,0.6902375030133742,78.50509873833889,GOOD,Accept image for classification
IDRiD_279.jpg,25.100324149171712,63.52697035363911,44.14167357897763,0.6900937945455308,72.67965899881477,GOOD,Accept image for classification
IDRiD_251.jpg,27.189082839148305,69.64112703795803,50.18456852663412,0.689699926892923,81.69087082413587,GOOD,Accept image for classification
IDRiD_245.jpg,18.743361896912273,74.11394918730609,53.28466233533909,0.6899717037617391,71.15727839137269,GOOD,Accept image for classification
IDRiD_292.jpg,30.26575863638931,75.47991635266435,54.13686074393398,0.6898692654179943,84.55201410368413,GOOD,Accept image for classification
IDRiD_286.jpg,29.46251428054609,66.06736086727528,47.30741402925821,0.6898202162030438,80.90409092879153,GOOD,Accept image for classification
IDRiD_053.jpg,27.84990293277857,64.26833146853514,44.26928286250895,0.6903143931850578,76.52426817989355,GOOD,Accept image for classification
IDRiD_047.jpg,24.205019820521105,80.84696120870368,54.766554768442,0.6905342548580832,74.78441433094565,GOOD,Accept image for classification
IDRiD_090.jpg,11.86583631282389,50.32178479530018,36.90637078295076,0.6897699387105903,45.45352526778889,BORDERLINE,Apply enhancement and re-check
