image,focus,brightness,contrast,fov
IDRiD_118.jpg,24.648381159625117,66.00176929280039,45.21483463233281,0.6902043395207949
IDRiD_130.jpg,19.248814874975775,44.74522077223608,31.31515761307463,0.68982422857622
IDRiD_124.jpg,4.403280598060766,30.87165458150784,21.858862966835122,0.6896506320224719
IDRiD_332.jpg,17.809245063786427,67.12098942829742,44.40764105570803,0.6903454276632986
IDRiD_326.jpg,24.836393677788955,78.12179689792785,56.503955288274575,0.6901350646696294
IDRiD_246.jpg,20.72913778706664,71.66229476301778,50.465916113237405,0.6899486121446838
IDRiD_252.jpg,27.089282501446853,70.77231919427616,52.40297615437438,0.689855181169294
IDRiD_285.jpg,27.17813454710222,68.78689901200633,51.10375893899344,0.6896726591323579
IDRiD_291.jpg,28.551642839364682,71.7794080750566,51.73978481601702,0.6896259027020795
IDRiD_078.jpg,19.250701835669936,92.60193172021738,61.829840021575535,0.6912975883835737
IDRiD_044.jpg,21.198074486311118,58.84198848629046,42.06690934581921,0.6899084065277545
IDRiD_050.jpg,22.75074908524359,76.99826993019454,52.91767278749943,0.6901265486122757
IDRiD_087.jpg,20.1088919583117,64.90894549592278,46.74451740738663,0.6900335270627201
IDRiD_093.jpg,25.118088810005037,55.40006586842822,37.885146022341665,0.6899318256854771
IDRiD_092.jpg,26.25601864003306,62.474366257939586,42.40989156821351,0.6901707666023813
IDRiD_086.jpg,17.977088857654227,42.950059465008174,30.104059544909227,0.689838558480421
IDRiD_051.jpg,17.244101483870686,55.81824465388122,38.32954293896424,0.6901362929471323
IDRiD_045.jpg,23.082592654472037,83.07906553302658,54.846261324277265,0.6907058861678266
IDRiD_079.jpg,25.100324149171712,63.52697035363911,44.14167357897763,0.6900937945455308
IDRiD_290.jpg,26.271361135385806,72.59730889312218,52.69651208086144,0.689673232328526
IDRiD_284.jpg,24.30268442482611,72.6683900491835,50.50186829132932,0.689866481322321
IDRiD_253.jpg,24.60441701207233,79.49683055273142,57.09058397212427,0.6899296966711387
IDRiD_247.jpg,27.88254751850564,73.69985270496184,53.68907483993812,0.6897920477056432
IDRiD_327.jpg,22.999908534003083,62.2187477891005,42.574968685573985,0.6901195883730924
IDRiD_333.jpg,23.082592654472037,83.07906553302658,54.846261324277265,0.6907058861678266
IDRiD_125.jpg,25.300535594499383,62.22447663914452,42.69170029758727,0.6904575284567331
IDRiD_131.jpg,17.663881696045074,72.1477722649044,47.15460069604784,0.690497488418162
IDRiD_119.jpg,24.43627819110951,61.11519023889506,43.73876757561361,0.6898934215422187
IDRiD_127.jpg,13.122014957209261,46.79368295242537,33.4896189010959,0.6897251475243166
IDRiD_133.jpg,10.241863398076967,70.8396740020491,47.03956500653838,0.6906706755460758
IDRiD_319.jpg,23.2421767713869,72.17894267252223,49.87706653252641,0.6901952502672731
IDRiD_325.jpg,23.6941376107665,82.5405649290416,57.49180589849754,0.6903200432615714
IDRiD_331.jpg,26.46276394852466,76.0381056718252,51.636973809361876,0.6902375030133742
IDRiD_279.jpg,25.100324149171712,63.52697035363911,44.14167357897763,0.6900937945455308
IDRiD_251.jpg,27.189082839148305,69.64112703795803,50.18456852663412,0.689699926892923
IDRiD_245.jpg,18.743361896912273,74.11394918730609,53.28466233533909,0.6899717037617391
IDRiD_292.jpg,30.26575863638931,75.47991635266435,54.13686074393398,0.6898692654179943
IDRiD_286.jpg,29.46251428054609,66.06736086727528,47.30741402925821,0.6898202162030438
IDRiD_053.jpg,27.84990293277857,64.26833146853514,44.26928286250895,0.6903143931850578
IDRiD_047.jpg,24.205019820521102,80.84696120870368,54.766554768442,0.6905342548580832
IDRiD_090.jpg,11.86583631282389,50.32178479530018,36.90637078295076,0.6897699387105903
IDRiD_084.jpg,21.860068893034693,47.98876715658016,35.07278845569939,0.6896401507211135
IDRiD_085.jpg,21.197197660302812,39.92129066744927,28.555297522364746,0.689387698751677
IDRiD_091.jpg,22.156367259412075,61.018272511214995,42.279239814586205,0.6900413880387389
IDRiD_046.jpg,18.657650477981544,92.74149180362234,60.74074533709481,0.6909847051609928
IDRiD_052.jpg,10.154868433463385,52.01807737886236,36.471299130619165,0.6900560454836072
IDRiD_287.jpg,23.271716272793512,76.22542437806578,54.12052806424719,0.6899518056661915
IDRiD_293.jpg,24.14610008457927,76.57135235973398,53.778375776200804,0.6901230275501006
IDRiD_244.jpg,26.21232528678003,75.61271959964049,55.00146416102565,0.6898045761361731
IDRiD_250.jpg,23.110326584837413,87.07023266196231,60.03591866985451,0.6901644614445329
IDRiD_278.jpg,27.499886669345322,58.71805766091418,40.416255063560165,0.6896081336208704
IDRiD_330.jpg,22.793990676881474,77.24523485648479,52.751861730189674,0.6905519420541254
IDRiD_324.jpg,25.601401594343084,59.48465029793099,41.36532645137904,0.6898650073893174
IDRiD_318.jpg,29.957896611677373,67.12370326649757,48.857293467894195,0.6895866797071525
IDRiD_132.jpg,10.389670137060039,70.06799727879213,49.7752720993109,0.6898470745377746
IDRiD_126.jpg,27.083865555780488,64.198659801851,44.08504017357346,0.6900216537135251
IDRiD_122.jpg,22.60693858659713,42.58914723477067,30.702733049038645,0.6894886631624182
IDRiD_136.jpg,10.360122119751678,45.99890871638122,31.247378608892635,0.6899817756372632
IDRiD_320.jpg,12.221525332860649,55.856301030835986,38.41080337897687,0.6900926481531947
IDRiD_334.jpg,24.361573371006354,70.65748302684261,48.17573173189305,0.6903067778645396
IDRiD_308.jpg,25.831696994430214,73.44982535531612,51.7487705288942,0.689953852795363
IDRiD_254.jpg,25.00783010411112,72.97552902730904,51.19877784083127,0.6900164130628459
IDRiD_240.jpg,24.374860140065238,59.08864961861165,42.49386937810586,0.6896861701848902
IDRiD_268.jpg,23.523101605576937,79.63290593097538,55.67286973510988,0.6899078333315865
IDRiD_297.jpg,27.61629216625176,73.8210090971145,53.268289972078435,0.689773705428266
IDRiD_283.jpg,24.251526415228856,72.58197245645019,50.96204187445022,0.6898365932364162
IDRiD_056.jpg,10.909515825948878,45.179078601899214,31.35769486154001,0.6896677460223462
IDRiD_042.jpg,12.607997445650875,60.44167671670615,41.06302377739337,0.69013531032513
IDRiD_095.jpg,19.660154854069052,89.44213838527692,58.88452464617119,0.6909602214961009
IDRiD_081.jpg,19.351903221692492,84.54345703125,66.52469336387469,0.690462441566745
IDRiD_080.jpg,23.972126286605942,63.94021170918581,45.672843807461405,0.6900744696461513
IDRiD_094.jpg,20.967903388908184,53.681101411176215,37.13262233821724,0.6900100260198306
IDRiD_043.jpg,22.90296132792716,51.45360722174765,35.623866943827785,0.6899343641256498
IDRiD_057.jpg,26.921135163427497,80.64847221931075,54.641637160212994,0.6903212715390743
IDRiD_282.jpg,19.472517536285277,81.09286130028404,57.039597137118264,0.689962778278551
IDRiD_296.jpg,33.65856980423289,61.83125145755597,44.73017897439979,0.6896164859078904
IDRiD_269.jpg,29.096184200125833,57.90781105882106,41.83493558751579,0.6897988441744927
IDRiD_241.jpg,25.17816270829752,77.8435834455706,54.30257850741489,0.6900196884695203
IDRiD_255.jpg,31.035294225780387,62.70095831848482,47.04497921520161,0.6895904464248281
IDRiD_309.jpg,26.72704398321042,71.76712988559659,49.89721132131692,0.6899272401161328
IDRiD_335.jpg,19.199941465345667,95.94239083724635,64.22121744850057,0.6914569369182878
IDRiD_321.jpg,11.470675117662095,55.80257609097246,39.63869402770402,0.6902246470421768
IDRiD_137.jpg,8.105602303909068,48.2558331717466,31.956523742504302,0.690172158650218
IDRiD_123.jpg,25.33824182738931,71.49359412339636,48.05516822270661,0.6903526335579826
IDRiD_135.jpg,25.643377651408343,63.81097005754234,44.67237727423862,0.6901790370042344
IDRiD_121.jpg,27.018537982708708,72.20435565217278,48.358530037152754,0.6904489305142126
IDRiD_109.jpg,6.932303239274174,72.71023574411998,47.778087967362175,0.6905423614896026
IDRiD_337.jpg,22.39692983014871,51.62980420273981,34.921247097737755,0.6900178869958494
IDRiD_323.jpg,24.14886346592542,63.573859028461975,45.15038359761583,0.6899123370157639
IDRiD_243.jpg,28.065913870829817,71.30929755300919,51.25840331666192,0.6900309886225474
IDRiD_257.jpg,33.07070096305994,57.9848773654987,40.76078417788552,0.689710653849782
IDRiD_280.jpg,27.804834891272034,62.48180839132987,44.86411047202993,0.6898150574375315
IDRiD_294.jpg,23.473940609553356,78.8277081226155,54.523378741432055,0.6899023470254066
IDRiD_041.jpg,11.645233987471666,58.41670165892797,39.38447505454799,0.6900487577037565
IDRiD_055.jpg,24.452086777641863,77.08715775275658,51.29222546267433,0.6904789004852843
IDRiD_069.jpg,28.82012031275834,61.0320444498889,44.55513659158163,0.6898570645281318
IDRiD_082.jpg,23.956395083340563,77.74637944734718,54.429351003634075,0.690492165882316
IDRiD_096.jpg,25.606660996406436,64.9646742477046,43.765833967648426,0.6901637244780312
